Unnamed: 0,comment,label_id,label_lineage_names,label_name,label_uuid,point_id,point_media_deployment_campaign_key,point_media_deployment_key,point_media_id,point_media_key,point_media_path_best,point_pose_alt,point_pose_dep,point_pose_lat,point_pose_lon,point_pose_timestamp,point_x,point_y,tag_names,updated_at
304,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032957,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534994,PR_20100604_231623_228_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231623_228_LC16.jpg,1.845,25.585775,-43.13711667,148.00458333,2010-06-04 23:16:23,0.8333333333333334,0.8333333333333334,,2021-03-30 00:02:01.329710
305,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032956,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534994,PR_20100604_231623_228_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231623_228_LC16.jpg,1.845,25.585775,-43.13711667,148.00458333,2010-06-04 23:16:23,0.1666666666666666,0.8333333333333334,,2021-03-30 00:02:04.305986
306,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032982,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535050,PR_20100604_231719_235_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231719_235_LC16.jpg,2.238,25.822515,-43.13724097,148.0043125,2010-06-04 23:17:19,0.8333333333333334,0.8333333333333334,,2021-03-30 00:03:01.882537
307,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032979,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535050,PR_20100604_231719_235_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231719_235_LC16.jpg,2.238,25.822515,-43.13724097,148.0043125,2010-06-04 23:17:19,0.8333333333333334,0.1666666666666666,,2021-03-30 00:03:01.886235
308,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032981,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535050,PR_20100604_231719_235_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231719_235_LC16.jpg,2.238,25.822515,-43.13724097,148.0043125,2010-06-04 23:17:19,0.1666666666666666,0.8333333333333334,,2021-03-30 00:03:01.886241
309,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032989,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535090,PR_20100604_231759_239_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231759_239_LC16.jpg,2.223,27.895946,-43.13714097,148.00422778,2010-06-04 23:17:59,0.8333333333333334,0.1666666666666666,,2021-03-30 00:03:19.475070
310,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033002,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535093,PR_20100604_231802_250_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231802_250_LC16.jpg,1.863,28.246029,-43.13713889,148.00422153,2010-06-04 23:18:02,0.8333333333333334,0.8333333333333334,,2021-03-30 00:04:30.656552
311,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033010,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535131,PR_20100604_231840_265_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231840_265_LC16.jpg,1.98,27.046445,-43.13718472,148.00426667,2010-06-04 23:18:40,0.5,0.5,,2021-03-30 00:06:38.285111
312,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033009,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535131,PR_20100604_231840_265_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231840_265_LC16.jpg,1.98,27.046445,-43.13718472,148.00426667,2010-06-04 23:18:40,0.8333333333333334,0.1666666666666666,,2021-03-30 00:06:40.329760
313,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033015,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535174,PR_20100604_231923_290_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231923_290_LC16.jpg,1.855,25.041424,-43.13729792,148.00436597,2010-06-04 23:19:23,0.5,0.5,,2021-03-30 00:16:06.804747
314,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033014,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535174,PR_20100604_231923_290_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231923_290_LC16.jpg,1.855,25.041424,-43.13729792,148.00436597,2010-06-04 23:19:23,0.8333333333333334,0.1666666666666666,,2021-03-30 00:16:06.808179
316,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033072,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535329,PR_20100604_232158_264_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232158_264_LC16.jpg,2.127,25.628485,-43.13724722,148.00433819,2010-06-04 23:21:58,0.8333333333333334,0.8333333333333334,,2021-03-30 00:18:30.066152
317,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033098,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535397,PR_20100604_232306_284_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232306_284_LC16.jpg,1.903,25.083001,-43.13726667,148.00437222,2010-06-04 23:23:06,0.1666666666666666,0.1666666666666666,,2021-03-30 00:23:52.715896
318,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033102,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535397,PR_20100604_232306_284_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232306_284_LC16.jpg,1.903,25.083001,-43.13726667,148.00437222,2010-06-04 23:23:06,0.8333333333333334,0.8333333333333334,,2021-03-30 00:23:55.217722
319,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033139,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535445,PR_20100604_232354_290_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232354_290_LC16.jpg,2.288,27.996567,-43.13712847,148.00425556,2010-06-04 23:23:54,0.8333333333333334,0.1666666666666666,,2021-03-30 00:25:21.696932
320,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033142,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535445,PR_20100604_232354_290_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232354_290_LC16.jpg,2.288,27.996567,-43.13712847,148.00425556,2010-06-04 23:23:54,0.8333333333333334,0.8333333333333334,,2021-03-30 00:25:24.056106
349,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033012,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535131,PR_20100604_231840_265_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231840_265_LC16.jpg,1.98,27.046445,-43.13718472,148.00426667,2010-06-04 23:18:40,0.8333333333333334,0.8333333333333334,,2021-03-30 05:05:08.065205
368,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033109,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535404,PR_20100604_232313_282_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232313_282_LC16.jpg,2.105,25.533182,-43.13724236,148.00435139,2010-06-04 23:23:13,0.8333333333333334,0.1666666666666666,,2021-03-30 05:09:19.660314
369,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033108,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535404,PR_20100604_232313_282_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232313_282_LC16.jpg,2.105,25.533182,-43.13724236,148.00435139,2010-06-04 23:23:13,0.1666666666666666,0.1666666666666666,,2021-03-30 05:09:19.664126
370,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033141,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535445,PR_20100604_232354_290_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232354_290_LC16.jpg,2.288,27.996567,-43.13712847,148.00425556,2010-06-04 23:23:54,0.1666666666666666,0.8333333333333334,,2021-03-30 05:13:36.842435
378,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032902,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534883,PR_20100604_231432_237_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231432_237_LC16.jpg,2.118,23.647525,-43.13685556,148.00514097,2010-06-04 23:14:32,0.8333333333333334,0.8333333333333334,,2021-03-30 05:54:15.818770
379,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033178,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535570,PR_20100604_232559_307_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232559_307_LC16.jpg,2.138,24.920398,-43.13726389,148.00439861,2010-06-04 23:25:59,0.1666666666666666,0.1666666666666666,,2021-03-30 00:30:29.459841
380,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033181,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535570,PR_20100604_232559_307_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232559_307_LC16.jpg,2.138,24.920398,-43.13726389,148.00439861,2010-06-04 23:25:59,0.1666666666666666,0.8333333333333334,,2021-03-30 00:30:32.061350
381,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033189,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535609,PR_20100604_232638_305_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232638_305_LC16.jpg,1.855,27.599527,-43.13712986,148.00427222,2010-06-04 23:26:38,0.8333333333333334,0.1666666666666666,,2021-03-30 00:31:12.961065
383,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033310,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535950,PR_20100604_233219_349_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_233219_349_LC16.jpg,1.93,26.853732,-43.13711667,148.00435278,2010-06-04 23:32:19,0.5,0.5,,2021-03-30 00:40:39.984979
384,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033323,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535996,PR_20100604_233305_370_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_233305_370_LC16.jpg,2.163,26.286361,-43.13715,148.00439306,2010-06-04 23:33:05,0.1666666666666666,0.1666666666666666,,2021-03-30 00:40:56.376948
385,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033347,Tasmania201006,r20100604_230524_lanterns_14_shallow,2536021,PR_20100604_233330_355_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_233330_355_LC16.jpg,2.078,25.163738,-43.13721667,148.00445694,2010-06-04 23:33:30,0.8333333333333334,0.8333333333333334,,2021-03-30 00:41:37.591125
386,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033392,Tasmania201006,r20100604_230524_lanterns_14_shallow,2536102,PR_20100604_233451_393_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_233451_393_LC16.jpg,1.92,26.105277,-43.13715764,148.00440833,2010-06-04 23:34:51,0.8333333333333334,0.8333333333333334,,2021-03-30 00:42:39.142555
387,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033389,Tasmania201006,r20100604_230524_lanterns_14_shallow,2536102,PR_20100604_233451_393_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_233451_393_LC16.jpg,1.92,26.105277,-43.13715764,148.00440833,2010-06-04 23:34:51,0.8333333333333334,0.1666666666666666,,2021-03-30 00:42:44.477554
388,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033444,Tasmania201006,r20100604_230524_lanterns_14_shallow,2536293,PR_20100604_233802_408_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_233802_408_LC16.jpg,2.212,27.190641,-43.13708194,148.00437708,2010-06-04 23:38:02,0.8333333333333334,0.1666666666666666,,2021-03-30 00:43:25.525201
424,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033324,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535996,PR_20100604_233305_370_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_233305_370_LC16.jpg,2.163,26.286361,-43.13715,148.00439306,2010-06-04 23:33:05,0.8333333333333334,0.1666666666666666,,2021-03-30 05:21:48.392936
428,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033326,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535996,PR_20100604_233305_370_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_233305_370_LC16.jpg,2.163,26.286361,-43.13715,148.00439306,2010-06-04 23:33:05,0.1666666666666666,0.8333333333333334,,2021-03-30 05:21:57.538567
463,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033426,Tasmania201006,r20100604_230524_lanterns_14_shallow,2536262,PR_20100604_233731_384_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_233731_384_LC16.jpg,2.29,25.297296,-43.13716806,148.00443958,2010-06-04 23:37:31,0.1666666666666666,0.8333333333333334,,2021-03-30 05:40:08.024772
471,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033252,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535774,PR_20100604_232923_330_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232923_330_LC16.jpg,1.995,26.567614000000003,-43.13715208,148.00434306,2010-06-04 23:29:23,0.8333333333333334,0.8333333333333334,,2021-03-30 00:32:01.561123
472,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033248,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535774,PR_20100604_232923_330_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232923_330_LC16.jpg,1.995,26.567614000000003,-43.13715208,148.00434306,2010-06-04 23:29:23,0.1666666666666666,0.1666666666666666,,2021-03-30 00:32:01.566803
473,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033249,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535774,PR_20100604_232923_330_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232923_330_LC16.jpg,1.995,26.567614000000003,-43.13715208,148.00434306,2010-06-04 23:29:23,0.8333333333333334,0.1666666666666666,,2021-03-30 00:32:01.566809
474,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033250,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535774,PR_20100604_232923_330_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232923_330_LC16.jpg,1.995,26.567614000000003,-43.13715208,148.00434306,2010-06-04 23:29:23,0.5,0.5,,2021-03-30 00:32:01.566813
475,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033251,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535774,PR_20100604_232923_330_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232923_330_LC16.jpg,1.995,26.567614000000003,-43.13715208,148.00434306,2010-06-04 23:29:23,0.1666666666666666,0.8333333333333334,,2021-03-30 00:32:01.566817
476,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033257,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535775,PR_20100604_232924_333_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232924_333_LC16.jpg,1.865,26.569933,-43.13714861,148.00433958,2010-06-04 23:29:24,0.8333333333333334,0.8333333333333334,,2021-03-30 00:32:15.420994
477,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033255,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535775,PR_20100604_232924_333_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232924_333_LC16.jpg,1.865,26.569933,-43.13714861,148.00433958,2010-06-04 23:29:24,0.5,0.5,,2021-03-30 00:32:15.424241
478,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033286,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535852,PR_20100604_233041_352_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_233041_352_LC16.jpg,2.252,24.838117,-43.13724653,148.00443889,2010-06-04 23:30:41,0.1666666666666666,0.8333333333333334,,2021-03-30 00:32:40.039229
479,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033287,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535852,PR_20100604_233041_352_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_233041_352_LC16.jpg,2.252,24.838117,-43.13724653,148.00443889,2010-06-04 23:30:41,0.8333333333333334,0.8333333333333334,,2021-03-30 00:32:42.299650
480,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033283,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535852,PR_20100604_233041_352_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_233041_352_LC16.jpg,2.252,24.838117,-43.13724653,148.00443889,2010-06-04 23:30:41,0.1666666666666666,0.1666666666666666,,2021-03-30 00:32:45.066996
501,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033216,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535710,PR_20100604_232819_349_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232819_349_LC16.jpg,2.252,23.903456,-43.13731944,148.004475,2010-06-04 23:28:19,0.1666666666666666,0.8333333333333334,,2021-03-30 00:31:39.586673
502,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033215,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535710,PR_20100604_232819_349_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232819_349_LC16.jpg,2.252,23.903456,-43.13731944,148.004475,2010-06-04 23:28:19,0.5,0.5,,2021-03-30 00:31:42.110586
503,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033214,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535710,PR_20100604_232819_349_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232819_349_LC16.jpg,2.252,23.903456,-43.13731944,148.004475,2010-06-04 23:28:19,0.8333333333333334,0.1666666666666666,,2021-03-30 00:31:45.107672
